order_id,restaurant_id,order_date,revenue,delivery_time,customer_rating
8382,1025,2024-01-25,150.58,45,4.8
8383,1025,2024-01-09,65.51,39,3.0
8384,1025,2024-06-12,198.6,55,3.4
8385,1025,2024-06-24,178.06,40,3.8
8386,1025,2024-01-10,170.27,24,3.0
8387,1025,2024-04-09,76.37,51,3.0
8388,1025,2024-05-29,191.16,36,3.7
8389,1025,2024-06-08,181.9,38,3.8
8390,1025,2024-06-28,184.4,60,4.3
8391,1025,2024-02-24,181.57,26,2.9
8392,1025,2024-06-17,123.84,43,3.4
8393,1025,2024-02-13,106.41,58,4.4
8394,1025,2024-04-07,97.07,42,3.3
8395,1025,2024-06-14,142.91,20,2.8
8396,1025,2024-06-25,39.32,25,5.0
8397,1025,2024-06-24,72.77,52,4.8
8398,1025,2024-01-08,78.34,53,4.2
8399,1025,2024-04-22,122.7,44,4.9
8400,1025,2024-01-05,107.43,24,3.8
8401,1025,2024-04-07,88.42,57,3.6
8402,1025,2024-02-25,136.82,25,3.3
8403,1025,2024-03-02,83.85,58,3.6
8404,1025,2024-06-27,151.21,42,4.8
8405,1025,2024-01-21,43.63,43,4.5
8406,1025,2024-03-06,45.02,50,3.6
8407,1025,2024-02-13,138.59,54,4.1
8408,1025,2024-03-22,66.74,21,4.8
8409,1025,2024-02-06,57.69,44,3.4
8410,1025,2024-06-13,118.09,60,4.1
8411,1025,2024-06-17,184.5,52,2.8
8412,1025,2024-03-09,78.47,58,3.0
8413,1025,2024-05-21,132.64,42,3.3
8414,1025,2024-06-03,49.36,23,3.3
8415,1025,2024-02-22,110.27,55,4.4
8416,1025,2024-06-14,49.51,30,2.9
8417,1025,2024-05-26,92.12,59,3.0
8418,1025,2024-03-26,140.28,37,3.5
8419,1025,2024-01-04,171.43,47,4.6
8420,1025,2024-03-15,45.1,22,4.5
8421,1025,2024-05-23,189.97,44,3.8
8422,1025,2024-04-12,88.33,24,4.2
8423,1025,2024-04-17,182.42,37,4.3
8424,1025,2024-05-05,60.86,57,3.5
8425,1025,2024-01-01,122.57,28,4.4
8426,1025,2024-06-22,43.91,47,3.6
8427,1025,2024-03-03,137.08,50,2.8
8428,1025,2024-02-07,167.23,60,3.4
8429,1025,2024-05-02,182.22,48,3.0
8430,1026,2024-01-03,168.07,26,3.2
8431,1026,2024-05-13,91.88,51,2.6
8432,1026,2024-03-28,164.63,49,3.5
8433,1026,2024-04-23,87.8,25,4.1
8434,1026,2024-04-12,43.21,28,3.7
8435,1026,2024-04-22,128.42,55,4.6
8436,1026,2024-03-28,71.11,60,4.0
8437,1026,2024-01-24,133.83,52,2.7
8438,1026,2024-01-12,111.68,29,4.4
8439,1026,2024-03-03,100.16,58,3.5
8440,1026,2024-06-28,49.0,28,4.3
8441,1026,2024-06-19,113.54,43,3.9
8442,1026,2024-01-05,135.93,32,2.9
8443,1026,2024-03-10,49.2,25,4.2
8444,1026,2024-03-16,68.91,58,3.7
8445,1026,2024-06-08,38.66,51,4.3
8446,1026,2024-01-06,71.52,48,4.9
8447,1026,2024-02-17,71.89,31,4.2
8448,1026,2024-01-24,187.06,40,3.3
8449,1026,2024-05-18,35.65,49,2.8
8450,1026,2024-06-20,168.39,56,2.9
8451,1026,2024-04-17,89.45,48,4.4
8452,1026,2024-05-14,130.05,38,3.6
8453,1026,2024-03-27,103.62,36,4.0
8454,1026,2024-02-17,56.23,23,3.1
8455,1026,2024-01-28,111.96,43,4.3
8456,1026,2024-01-10,46.07,55,4.6
8457,1026,2024-04-20,46.91,29,3.6
8458,1026,2024-03-01,155.23,58,2.6
8459,1026,2024-02-19,100.21,47,2.7
8460,1026,2024-05-07,163.07,34,4.9
8461,1026,2024-02-22,194.44,57,4.0
8462,1026,2024-05-25,96.12,60,5.0
8463,1026,2024-03-31,127.48,45,4.0
8464,1026,2024-02-08,126.51,39,2.5
8465,1026,2024-05-23,142.6,23,4.8
8466,1026,2024-04-23,70.96,47,4.8
8467,1026,2024-03-31,96.77,25,3.8
8468,1026,2024-04-25,155.6,36,2.6
8469,1026,2024-05-02,147.56,59,4.0
8470,1026,2024-01-19,159.33,27,4.6
8471,1026,2024-04-01,63.66,21,4.9
8472,1026,2024-03-31,128.1,48,3.0
8473,1026,2024-03-15,182.32,40,4.4
8474,1026,2024-01-08,139.86,22,4.3
8475,1026,2024-06-09,167.45,30,4.4
8476,1026,2024-05-28,93.67,60,3.4
8477,1026,2024-01-11,168.68,46,4.8
8478,1026,2024-04-09,43.39,58,2.8
8479,1026,2024-06-25,103.49,22,3.2
8480,1026,2024-06-12,166.93,32,3.9
8481,1026,2024-06-28,119.4,42,2.5
8482,1026,2024-03-19,58.36,53,3.3
8483,1026,2024-01-30,192.95,23,3.1
8484,1026,2024-06-13,95.74,29,3.6
8485,1026,2024-03-26,157.76,34,3.0
8486,1026,2024-03-26,102.01,35,3.6
8487,1026,2024-03-05,139.34,20,5.0
8488,1026,2024-04-04,193.0,29,4.6
8489,1026,2024-03-29,58.2,39,4.3
8490,1026,2024-05-25,176.25,28,4.4
8491,1026,2024-03-12,43.96,45,3.8
8492,1026,2024-01-11,158.82,49,2.9
8493,1026,2024-03-26,103.66,21,3.7
8494,1026,2024-05-19,120.38,40,2.5
8495,1026,2024-06-14,50.09,55,4.7
8496,1026,2024-06-20,165.55,25,5.0
8497,1026,2024-04-04,49.88,25,3.9
8498,1026,2024-02-22,44.4,38,3.3
8499,1026,2024-03-20,49.19,60,3.4
8500,1026,2024-06-29,51.69,53,2.9
8501,1026,2024-05-09,90.95,48,4.6
8502,1026,2024-02-12,125.64,60,2.6
8503,1026,2024-04-25,150.26,27,4.0
8504,1026,2024-06-12,92.59,21,3.4
8505,1026,2024-02-03,116.71,43,4.8
8506,1026,2024-06-29,170.89,44,2.9
8507,1026,2024-03-24,139.1,24,4.2
8508,1026,2024-03-03,156.87,44,3.5
8509,1026,2024-01-22,161.63,55,2.6
8510,1026,2024-06-06,141.36,49,2.9
8511,1026,2024-04-04,175.62,58,3.4
8512,1026,2024-03-24,54.71,28,4.6
8513,1026,2024-02-04,47.77,41,3.4
8514,1026,2024-06-23,62.62,37,4.1
8515,1026,2024-06-19,34.8,40,4.2
8516,1026,2024-05-08,166.66,36,4.8
8517,1026,2024-05-04,179.94,49,3.3
8518,1026,2024-04-21,57.46,59,2.8
8519,1026,2024-02-14,153.18,57,2.9
8520,1026,2024-01-28,30.72,57,4.9
8521,1026,2024-04-13,166.44,40,4.3
8522,1027,2024-06-09,118.11,26,2.7
8523,1027,2024-05-16,171.71,30,3.0
8524,1027,2024-05-17,132.37,31,3.0
8525,1027,2024-03-15,138.48,25,4.2
8526,1027,2024-01-30,122.7,47,3.3
8527,1027,2024-05-13,137.84,49,4.4
8528,1027,2024-04-20,186.74,55,4.3
8529,1027,2024-01-13,110.53,38,4.6
8530,1027,2024-04-13,99.82,27,3.1
8531,1027,2024-02-21,33.99,35,4.5
8532,1027,2024-04-08,54.78,60,2.9
8533,1027,2024-02-18,183.46,20,4.9
8534,1027,2024-03-08,110.01,28,4.2
8535,1027,2024-06-17,137.34,57,3.4
8536,1027,2024-04-30,98.72,24,4.2
8537,1027,2024-02-11,156.3,25,3.1
8538,1027,2024-02-26,38.53,41,3.7
8539,1027,2024-01-23,196.15,43,2.8
8540,1027,2024-04-02,133.75,32,3.7
8541,1027,2024-02-05,92.56,33,4.6
8542,1027,2024-05-16,103.7,33,3.9
8543,1027,2024-04-25,89.19,47,3.9
8544,1027,2024-06-28,62.66,41,3.7
8545,1027,2024-01-31,51.95,48,3.0
8546,1027,2024-03-10,36.37,40,3.0
8547,1027,2024-05-24,165.98,20,4.4
8548,1027,2024-02-13,101.56,58,2.9
8549,1027,2024-04-12,86.42,56,4.9
8550,1027,2024-05-03,64.13,22,2.6
8551,1027,2024-04-15,63.4,54,5.0
8552,1027,2024-05-01,113.13,29,2.5
8553,1027,2024-01-23,31.8,32,4.7
8554,1027,2024-02-14,117.64,34,2.7
8555,1027,2024-01-17,191.61,32,4.0
8556,1027,2024-04-28,79.77,29,4.9
8557,1027,2024-06-02,184.42,47,4.3
8558,1027,2024-03-14,188.84,56,4.9
8559,1027,2024-03-16,113.21,24,3.1
8560,1027,2024-01-11,166.94,29,4.8
8561,1027,2024-04-17,48.06,31,3.8
8562,1027,2024-03-02,76.86,47,4.1
8563,1027,2024-04-13,136.37,26,3.5
8564,1027,2024-03-11,194.54,55,3.0
8565,1027,2024-02-17,64.2,45,3.8
8566,1027,2024-02-14,190.88,52,4.7
8567,1027,2024-05-14,174.61,60,4.7
8568,1027,2024-06-21,40.38,28,3.4
8569,1027,2024-05-05,36.99,47,4.6
8570,1027,2024-06-12,46.75,28,3.5
8571,1027,2024-01-10,145.44,26,3.2
8572,1027,2024-02-14,72.56,55,3.6
8573,1027,2024-01-21,80.39,52,3.0
8574,1027,2024-01-17,64.08,54,4.5
8575,1027,2024-02-12,125.21,49,4.6
8576,1027,2024-02-20,69.03,21,3.6
8577,1027,2024-02-22,109.28,43,3.0
8578,1027,2024-05-07,76.14,37,4.5
8579,1027,2024-03-17,31.96,32,4.9
8580,1027,2024-03-31,170.4,42,4.1
8581,1027,2024-06-26,43.76,27,2.9
8582,1027,2024-02-07,118.45,33,3.3
8583,1027,2024-06-12,131.51,36,3.5
8584,1027,2024-01-18,40.11,46,2.5
8585,1027,2024-06-09,50.19,37,2.6
8586,1027,2024-02-29,95.49,47,4.0
8587,1027,2024-01-29,53.18,42,4.2
8588,1027,2024-04-24,127.47,21,2.5
8589,1027,2024-02-18,63.35,45,4.7
8590,1027,2024-04-05,182.23,59,2.5
8591,1027,2024-02-15,35.75,20,4.9
8592,1027,2024-05-14,96.34,56,3.3
8593,1027,2024-03-16,64.24,24,3.5
8594,1027,2024-04-05,148.65,43,3.3
8595,1027,2024-05-06,169.72,48,3.4
8596,1027,2024-03-11,189.91,27,4.9
8597,1027,2024-04-06,194.23,48,2.7
8598,1027,2024-05-05,58.11,25,3.4
8599,1027,2024-04-14,62.86,47,2.9
8600,1027,2024-06-01,185.06,37,4.1
8601,1027,2024-02-21,39.91,23,4.2
8602,1027,2024-03-14,125.08,48,2.7
8603,1027,2024-02-06,110.26,20,3.2
8604,1027,2024-02-23,143.19,56,3.5
8605,1027,2024-06-21,184.23,26,2.8
8606,1027,2024-05-01,140.68,38,4.0
8607,1027,2024-01-10,50.85,35,3.5
8608,1027,2024-04-15,172.64,49,3.3
8609,1027,2024-06-07,49.88,21,4.6
8610,1027,2024-06-29,33.97,29,4.4
8611,1027,2024-05-17,66.45,48,2.6
8612,1027,2024-03-30,153.65,31,2.6
8613,1027,2024-06-27,121.11,34,4.5
8614,1027,2024-04-13,51.87,60,2.6
8615,1027,2024-02-26,150.67,57,4.1
8616,1027,2024-01-14,39.67,37,2.7
8617,1027,2024-01-18,96.1,53,4.9
8618,1027,2024-04-28,163.01,29,2.6
8619,1027,2024-01-14,48.65,29,4.2
8620,1027,2024-02-04,112.1,34,2.9
8621,1027,2024-06-02,40.39,39,4.5
8622,1027,2024-04-08,146.9,27,2.8
8623,1028,2024-03-03,42.69,24,4.8
8624,1028,2024-04-10,127.82,50,2.8
8625,1028,2024-04-30,148.46,46,2.8
8626,1028,2024-05-07,182.59,28,4.8
8627,1028,2024-01-21,76.07,44,3.7
8628,1028,2024-03-13,151.85,40,2.6
8629,1028,2024-04-13,50.83,42,3.8
8630,1028,2024-01-28,123.96,44,2.7
8631,1028,2024-03-02,81.92,48,2.7
8632,1028,2024-04-12,136.74,32,4.6
8633,1028,2024-05-27,123.08,54,4.5
8634,1028,2024-04-16,177.82,49,4.6
8635,1028,2024-03-05,196.65,57,4.4
8636,1028,2024-06-02,111.37,48,3.9
8637,1028,2024-06-17,58.56,42,4.2
8638,1028,2024-01-31,175.76,50,4.0
8639,1028,2024-04-09,63.15,25,2.7
8640,1028,2024-06-01,59.3,33,4.3
8641,1028,2024-05-08,116.43,37,2.5
8642,1028,2024-02-16,142.2,43,3.8
8643,1028,2024-02-11,99.51,54,2.6
8644,1028,2024-04-07,133.5,49,3.1
8645,1028,2024-02-02,49.37,53,3.6
8646,1028,2024-05-01,106.64,39,2.9
8647,1028,2024-06-13,79.94,35,4.5
8648,1028,2024-04-19,198.28,52,2.5
8649,1028,2024-05-08,127.15,23,3.5
8650,1028,2024-04-22,127.65,22,4.6
8651,1028,2024-04-29,131.47,44,3.3
8652,1028,2024-05-20,123.77,32,3.0
8653,1028,2024-04-06,57.34,38,4.3
8654,1028,2024-03-12,76.11,54,3.6
8655,1028,2024-02-12,59.01,34,2.7
8656,1028,2024-06-09,61.99,20,4.6
8657,1028,2024-01-01,31.01,41,4.9
8658,1028,2024-02-11,154.99,36,4.9
8659,1028,2024-04-16,193.81,32,3.3
8660,1028,2024-01-06,80.61,42,3.0
8661,1028,2024-06-15,78.57,35,4.4
8662,1028,2024-02-10,104.64,33,4.2
8663,1028,2024-02-13,31.02,46,5.0
8664,1028,2024-01-20,68.22,28,3.5
8665,1028,2024-05-27,122.04,52,3.2
8666,1028,2024-06-26,61.63,54,2.7
8667,1028,2024-01-16,30.32,58,3.4
8668,1028,2024-01-23,68.14,29,3.5
8669,1028,2024-02-11,116.53,52,2.7
8670,1028,2024-05-20,90.06,22,2.6
8671,1028,2024-06-02,46.62,58,4.8
8672,1028,2024-04-10,87.04,58,3.2
8673,1028,2024-01-14,163.63,22,3.0
8674,1028,2024-05-30,113.91,25,4.4
8675,1028,2024-01-30,156.47,20,3.8
8676,1028,2024-05-04,188.37,29,2.9
8677,1028,2024-02-29,117.35,41,3.2
8678,1028,2024-05-06,99.91,52,3.2
8679,1028,2024-04-07,111.75,22,4.2
8680,1028,2024-04-09,186.47,37,3.1
8681,1028,2024-01-03,129.31,38,3.2
8682,1028,2024-05-06,74.61,50,3.5
8683,1028,2024-03-12,80.6,27,2.6
8684,1028,2024-04-06,50.7,30,2.6
8685,1028,2024-05-11,162.88,39,4.4
8686,1028,2024-06-29,53.53,29,2.6
8687,1028,2024-03-01,154.61,51,4.2
8688,1028,2024-04-20,106.75,54,4.3
8689,1028,2024-02-05,129.37,24,3.8
8690,1028,2024-04-07,159.72,29,2.8
8691,1028,2024-05-28,48.45,52,2.8
8692,1028,2024-04-03,144.0,26,4.4
8693,1028,2024-03-14,155.23,46,4.9
8694,1028,2024-04-04,69.87,22,2.9
8695,1028,2024-02-16,96.76,44,3.7
8696,1028,2024-06-22,67.01,47,3.6
8697,1028,2024-06-12,88.92,39,3.0
8698,1028,2024-03-08,78.5,24,4.4
8699,1028,2024-04-24,147.69,36,2.8
8700,1028,2024-05-28,107.13,29,3.8
8701,1028,2024-01-27,151.61,55,3.7
8702,1028,2024-03-27,155.11,52,3.1
8703,1028,2024-02-29,142.07,27,3.4
8704,1028,2024-05-15,107.22,49,4.0
8705,1028,2024-06-18,197.58,36,3.9
8706,1028,2024-01-28,148.03,32,5.0
8707,1028,2024-06-03,118.08,30,4.0
8708,1028,2024-01-20,136.88,52,3.5
8709,1028,2024-03-18,75.66,26,3.4
8710,1028,2024-05-30,68.02,53,3.3
8711,1028,2024-05-31,121.4,53,2.7
8712,1028,2024-05-29,94.12,56,3.5
8713,1028,2024-03-10,139.56,33,3.1
8714,1028,2024-04-26,46.24,40,4.9
8715,1028,2024-04-30,154.23,34,3.1
8716,1028,2024-03-17,65.34,37,2.7
8717,1028,2024-06-09,115.88,60,4.4
8718,1028,2024-04-02,171.09,26,4.8
8719,1028,2024-03-12,188.64,45,4.3
8720,1028,2024-03-05,34.66,29,2.9
8721,1028,2024-05-30,74.57,52,3.1
8722,1028,2024-06-26,157.92,29,2.5
8723,1028,2024-03-18,118.15,30,3.8
8724,1028,2024-03-19,143.21,59,4.8
8725,1028,2024-02-18,147.27,55,4.9
8726,1028,2024-02-04,50.04,60,2.8
8727,1028,2024-05-16,138.8,25,4.7
8728,1029,2024-01-11,153.24,27,4.1
8729,1029,2024-05-23,38.59,55,3.8
8730,1029,2024-04-05,128.04,42,4.9
8731,1029,2024-01-19,196.33,33,2.9
8732,1029,2024-02-19,80.15,30,3.3
8733,1029,2024-02-20,115.79,47,2.8
8734,1029,2024-03-22,139.27,46,3.3
8735,1029,2024-04-27,64.71,59,4.9
8736,1029,2024-02-13,98.18,22,4.1
8737,1029,2024-06-10,101.89,26,3.9
8738,1029,2024-03-16,167.54,34,3.2
8739,1029,2024-04-05,57.94,42,3.8
8740,1029,2024-03-08,107.43,60,4.6
8741,1029,2024-05-18,88.33,24,4.2
8742,1029,2024-02-03,78.75,37,3.7
8743,1029,2024-05-22,186.05,33,2.6
8744,1029,2024-06-24,164.96,41,4.2
8745,1029,2024-04-28,138.78,32,3.3
8746,1029,2024-03-24,62.49,36,3.3
8747,1029,2024-03-05,134.0,57,4.2
8748,1029,2024-03-28,142.33,58,3.6
8749,1029,2024-04-08,138.31,27,2.8
8750,1029,2024-04-13,31.32,33,3.1
8751,1029,2024-02-12,176.24,30,3.4
8752,1029,2024-02-03,170.14,45,4.3
8753,1029,2024-05-06,110.58,24,3.5
8754,1029,2024-04-14,68.65,35,4.9
8755,1029,2024-05-06,142.29,27,4.5
8756,1029,2024-04-18,57.85,39,4.3
8757,1029,2024-03-12,58.93,46,4.3
8758,1029,2024-05-26,95.06,48,3.6
8759,1029,2024-01-01,194.51,20,4.1
8760,1029,2024-01-15,149.14,32,4.4
8761,1029,2024-05-25,62.57,45,4.2
8762,1029,2024-04-08,97.3,28,3.5
8763,1029,2024-01-09,116.3,59,4.9
8764,1029,2024-06-26,86.08,52,4.6
8765,1029,2024-02-20,136.66,50,4.7
8766,1029,2024-01-12,65.23,60,3.3
8767,1029,2024-03-10,90.83,51,3.7
8768,1029,2024-05-25,111.64,35,3.2
8769,1029,2024-04-29,82.63,36,3.7
8770,1029,2024-03-30,193.35,28,3.9
8771,1029,2024-02-05,148.23,35,4.6
8772,1029,2024-06-28,88.9,52,3.8
8773,1029,2024-05-06,194.85,21,4.5
8774,1029,2024-02-22,54.07,22,4.7
8775,1029,2024-01-05,150.45,46,3.8
8776,1029,2024-05-25,134.68,23,4.5
8777,1029,2024-05-08,179.64,60,4.6
8778,1029,2024-03-24,103.33,32,3.0
8779,1029,2024-03-10,194.85,43,4.0
8780,1029,2024-06-23,72.66,50,2.8
8781,1029,2024-06-28,108.67,30,3.2
8782,1029,2024-04-19,131.57,55,4.0
8783,1029,2024-01-05,55.66,20,4.5
8784,1029,2024-03-23,61.45,41,3.5
8785,1029,2024-03-11,56.66,30,3.2
8786,1029,2024-06-21,87.59,47,2.8
8787,1029,2024-03-12,108.01,24,4.5
8788,1029,2024-03-16,31.15,26,5.0
8789,1029,2024-05-08,162.47,20,2.7
8790,1029,2024-03-02,81.63,54,4.2
8791,1029,2024-03-13,90.87,55,3.8
8792,1029,2024-04-13,108.67,50,4.7
8793,1029,2024-02-10,80.78,34,3.9
8794,1029,2024-04-11,126.21,39,4.1
8795,1029,2024-02-12,68.12,21,4.5
8796,1029,2024-02-14,186.65,40,2.7
8797,1029,2024-05-20,67.34,50,4.5
8798,1029,2024-06-29,104.83,23,2.6
8799,1029,2024-01-16,56.75,37,4.1
8800,1029,2024-04-28,126.23,33,2.7
8801,1029,2024-04-10,70.14,29,4.7
8802,1029,2024-01-22,192.2,21,4.9
8803,1029,2024-01-23,195.09,37,4.8
8804,1029,2024-06-21,156.99,39,4.8
8805,1029,2024-01-17,196.25,28,3.1
8806,1029,2024-05-09,123.21,52,2.5
8807,1029,2024-06-27,171.75,32,2.7
8808,1029,2024-03-06,178.21,33,3.8
8809,1029,2024-01-15,43.54,45,4.0
8810,1029,2024-01-29,78.48,29,3.7
8811,1029,2024-03-05,133.53,25,4.0
8812,1029,2024-05-31,62.3,50,2.9
8813,1029,2024-05-29,105.9,42,4.2
8814,1029,2024-02-28,89.41,21,4.3
8815,1029,2024-06-15,164.64,29,4.4
8816,1029,2024-05-31,80.57,22,3.2
8817,1029,2024-05-05,100.05,34,2.5
8818,1029,2024-01-23,163.88,30,4.9
8819,1029,2024-03-22,50.95,37,3.2
8820,1029,2024-06-29,144.09,56,3.8
8821,1029,2024-02-03,109.03,51,3.9
8822,1029,2024-04-05,105.42,21,2.8
8823,1029,2024-04-25,159.37,56,3.7
8824,1029,2024-04-15,74.68,27,3.5
8825,1029,2024-05-20,118.6,21,3.4
8826,1029,2024-06-21,49.59,20,4.7
8827,1029,2024-06-06,179.15,23,2.7
8828,1029,2024-06-11,43.55,21,4.2
8829,1029,2024-01-09,199.34,30,4.4
8830,1029,2024-04-25,58.96,56,3.7
8831,1029,2024-01-19,57.27,53,2.9
8832,1029,2024-02-17,58.59,38,4.8
8833,1029,2024-02-28,58.21,33,2.6
8834,1029,2024-06-11,108.3,60,2.6
8835,1029,2024-01-24,150.36,44,3.9
8836,1029,2024-02-04,159.92,35,3.0
8837,1029,2024-02-02,170.66,48,3.1
8838,1029,2024-02-27,161.99,46,4.3
8839,1029,2024-02-07,170.53,28,3.0
8840,1029,2024-05-30,119.3,31,3.7
8841,1029,2024-01-05,95.59,29,4.0
8842,1029,2024-02-18,161.72,50,4.1
8843,1030,2024-02-04,61.09,56,3.0
8844,1030,2024-03-16,153.87,30,4.1
8845,1030,2024-01-11,110.69,29,2.9
8846,1030,2024-05-02,88.18,53,3.8
8847,1030,2024-05-15,106.72,38,3.1
8848,1030,2024-04-11,87.3,57,3.0
8849,1030,2024-04-28,132.32,23,3.0
8850,1030,2024-05-13,121.69,23,3.2
8851,1030,2024-03-15,103.05,43,3.6
8852,1030,2024-05-25,148.93,54,4.1
8853,1030,2024-04-09,156.19,50,4.0
8854,1030,2024-01-16,122.57,38,5.0
8855,1030,2024-04-13,48.15,29,4.3
8856,1030,2024-01-06,110.66,41,3.7
8857,1030,2024-05-26,40.89,55,3.9
8858,1030,2024-04-18,102.4,27,3.7
8859,1030,2024-01-23,138.26,46,3.1
8860,1030,2024-03-29,68.09,20,4.9
8861,1030,2024-06-13,175.96,42,4.2
8862,1030,2024-02-10,199.56,58,3.6
8863,1030,2024-02-14,124.84,49,4.9
8864,1030,2024-02-29,90.34,58,3.2
8865,1030,2024-02-13,197.25,24,4.4
8866,1030,2024-06-13,192.65,55,4.6
8867,1030,2024-01-17,69.16,55,3.4
8868,1030,2024-04-07,103.69,27,3.8
8869,1030,2024-05-27,124.33,38,2.8
8870,1030,2024-03-17,93.0,50,4.6
8871,1030,2024-01-13,125.59,26,4.7
8872,1030,2024-05-01,83.73,33,3.2
8873,1030,2024-02-26,110.47,50,4.8
8874,1030,2024-06-08,199.1,57,4.7
8875,1030,2024-03-12,157.51,40,3.4
8876,1030,2024-02-27,34.52,43,2.9
8877,1030,2024-05-01,100.84,35,3.9
8878,1030,2024-01-16,150.5,46,3.1
8879,1030,2024-04-25,76.82,35,3.8
8880,1030,2024-02-09,124.77,52,2.8
8881,1030,2024-05-25,133.2,54,3.4
8882,1030,2024-03-31,165.05,40,2.5
8883,1030,2024-03-20,191.48,26,4.4
8884,1030,2024-05-20,159.49,58,4.5
8885,1030,2024-01-08,163.2,52,4.5
8886,1030,2024-04-07,36.74,45,3.7
8887,1030,2024-06-17,191.32,31,4.7
8888,1030,2024-03-07,132.74,34,4.9
8889,1030,2024-02-02,62.84,55,2.8
8890,1030,2024-03-25,179.9,58,2.6
8891,1030,2024-04-11,122.68,38,4.6
8892,1030,2024-05-09,194.14,56,3.2
8893,1030,2024-01-01,135.24,32,5.0
8894,1030,2024-03-08,114.0,37,4.8
8895,1030,2024-05-05,135.85,51,3.9
8896,1030,2024-05-12,55.59,52,4.7
8897,1030,2024-02-09,80.27,53,3.0
8898,1030,2024-06-24,80.35,56,2.8
8899,1030,2024-06-12,105.17,37,3.7
8900,1030,2024-04-22,35.86,35,4.4
8901,1030,2024-06-07,63.67,43,3.2
8902,1030,2024-06-09,130.17,55,4.1
8903,1030,2024-03-03,84.53,34,3.5
8904,1030,2024-02-08,135.67,51,3.7
8905,1030,2024-01-14,104.21,50,4.1
8906,1030,2024-06-05,66.77,31,4.3
8907,1030,2024-06-14,88.34,36,3.9
8908,1030,2024-01-12,73.65,27,4.3
8909,1030,2024-05-19,82.27,52,4.4
8910,1030,2024-04-12,57.18,56,2.7
8911,1030,2024-06-07,96.11,48,3.3
8912,1030,2024-03-06,144.49,60,2.8
8913,1030,2024-06-15,75.51,48,2.7
8914,1030,2024-06-16,31.76,47,3.2
8915,1030,2024-02-13,195.61,50,3.0
8916,1030,2024-02-06,137.48,58,4.6
8917,1030,2024-01-18,68.22,38,4.3
8918,1030,2024-02-28,153.22,57,3.2
8919,1030,2024-04-08,79.1,56,3.2
8920,1030,2024-04-03,38.78,39,2.6
8921,1030,2024-04-24,106.86,46,4.7
8922,1030,2024-04-05,53.58,22,2.5
8923,1030,2024-03-19,128.19,36,5.0
8924,1030,2024-01-17,162.25,40,2.8
8925,1030,2024-05-26,57.24,38,3.3
8926,1030,2024-05-22,137.58,26,2.5
8927,1030,2024-05-18,93.76,50,2.9
8928,1030,2024-01-08,143.5,21,3.3
8929,1030,2024-06-18,140.5,47,3.4
8930,1030,2024-05-20,142.65,53,3.6
8931,1030,2024-03-16,139.35,48,3.6
8932,1030,2024-03-21,184.06,56,3.1
8933,1030,2024-02-07,130.86,47,3.0
8934,1030,2024-04-27,67.17,24,4.7
8935,1030,2024-06-09,56.65,55,2.9
8936,1030,2024-05-26,158.74,53,3.1
8937,1030,2024-01-02,160.05,37,2.8
8938,1030,2024-06-03,136.17,49,4.9
8939,1031,2024-06-06,105.12,52,3.6
8940,1031,2024-02-12,128.03,45,4.4
8941,1031,2024-03-25,124.44,57,3.0
8942,1031,2024-05-29,113.63,38,3.1
8943,1031,2024-02-09,114.69,26,4.6
8944,1031,2024-01-31,137.02,60,3.7
8945,1031,2024-02-07,184.3,55,3.1
8946,1031,2024-03-18,117.43,46,4.7
8947,1031,2024-05-15,54.6,53,3.8
8948,1031,2024-02-23,112.29,55,4.7
8949,1031,2024-05-15,137.79,26,4.4
8950,1031,2024-03-17,128.93,45,2.9
8951,1031,2024-06-09,80.18,60,2.5
8952,1031,2024-02-10,42.84,36,4.3
8953,1031,2024-04-18,193.94,48,2.8
8954,1031,2024-03-04,76.96,29,4.0
8955,1031,2024-05-16,100.77,39,3.8
8956,1031,2024-02-03,135.92,31,3.0
8957,1031,2024-03-06,68.48,30,4.2
8958,1031,2024-04-28,159.55,24,3.3
8959,1031,2024-02-02,65.28,42,4.3
8960,1031,2024-05-12,42.02,55,2.8
8961,1031,2024-05-20,40.4,22,3.4
8962,1031,2024-03-13,160.58,41,3.8
8963,1031,2024-05-06,144.53,59,2.7
8964,1031,2024-01-04,74.38,27,4.3
8965,1031,2024-06-24,100.38,57,2.6
8966,1031,2024-04-13,167.59,52,2.5
8967,1031,2024-01-08,33.04,43,3.4
8968,1031,2024-04-05,186.16,46,3.3
8969,1031,2024-04-09,188.78,45,3.7
8970,1031,2024-02-15,99.4,55,3.8
8971,1031,2024-02-29,72.32,43,3.8
8972,1031,2024-01-03,127.4,59,3.5
8973,1031,2024-01-01,127.61,45,4.6
8974,1031,2024-04-02,84.62,32,3.6
8975,1031,2024-04-12,142.15,39,4.3
8976,1031,2024-05-04,117.31,27,3.1
8977,1031,2024-02-29,134.2,20,3.7
8978,1031,2024-04-21,57.56,53,3.5
8979,1031,2024-01-27,50.78,41,4.7
8980,1031,2024-04-16,188.3,54,3.0
8981,1031,2024-04-03,115.13,50,3.7
8982,1031,2024-04-11,62.91,26,4.7
8983,1031,2024-01-19,141.69,55,4.2
8984,1031,2024-03-05,139.96,43,4.6
8985,1031,2024-03-04,113.18,48,4.9
8986,1031,2024-06-26,73.29,40,2.8
8987,1031,2024-04-12,45.19,31,4.7
8988,1031,2024-06-16,146.72,29,5.0
